TimeMnt,TimeSec,Frequency,SourceIPCatg,SRCC,SrcCen,Src Port,SrcPortC,DestinationIPCatg,DSTC,DSTCen,NetflowAggr,Dst Port,DSTPortC,ProtocolB,HostB,HSTYP,InfoN,MARPB,MTCPD,MWPD,Distance,Dist2,RCG,Mark,Lbls
13,20,7356,5,118449,0,1090,1,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,20,7356,5,118449,0,1090,1,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,20,7356,5,118449,0,1089,0,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,20,7356,5,118449,0,1089,0,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,20,7356,5,118449,0,1089,0,0,368,0,32.18722826,80,8,3,99,0,71,0,0,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,20,7356,5,118449,0,1089,0,0,368,0,32.18722826,80,8,1,0,-1,91,0,0,0,1953.8187,3530.8092,5.118182153,1,BOTNET
13,20,7356,5,118449,0,1090,1,0,368,0,32.18722826,80,8,3,99,0,71,0,0,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,20,7356,5,118449,0,1090,1,0,368,0,32.18722826,80,8,1,0,-1,91,0,0,0,1953.8187,3530.8092,5.118182153,1,BOTNET
13,21,7356,5,118449,0,1089,0,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,21,7356,5,118449,0,1089,0,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,21,7356,5,118449,0,1090,1,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,21,7356,5,118449,0,1090,1,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,21,7356,5,118449,0,1089,0,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,21,7356,5,118449,0,1089,0,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,21,7356,5,118449,0,1090,1,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,21,7356,5,118449,0,1090,1,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,7,7356,5,118449,0,1050,6,5,26,0,455.5730769,80,8,1,0,-1,49,0,0,0,1611.8187,3188.8092,6.204171722,1,BOTNET
13,7,7356,5,118449,0,1050,6,5,26,0,455.5730769,80,8,1,0,-1,91,0,0,0,1611.8187,3188.8092,6.204171722,1,BOTNET
13,7,7356,5,118449,0,1050,6,5,26,0,456.0730769,80,8,1,0,-1,49,0,1,0,1610.8187,3187.8092,6.208023287,1,BOTNET
13,7,7356,5,118449,0,1050,6,5,26,0,456.0730769,80,8,1,0,-1,91,0,1,0,1610.8187,3187.8092,6.208023287,1,BOTNET
13,7,7356,5,118449,0,1050,6,5,26,0,455.5730769,80,8,3,110,0,71,0,0,0,1610.8187,3187.8092,6.208023287,1,BOTNET
13,7,7356,5,118449,0,1050,6,5,26,0,455.5730769,80,8,1,0,-1,91,0,0,0,1611.8187,3188.8092,6.204171722,1,BOTNET
13,7,7356,5,118449,0,1050,6,5,26,0,455.5730769,80,8,3,110,0,71,0,0,0,1610.8187,3187.8092,6.208023287,1,BOTNET
13,7,7356,5,118449,0,1050,6,5,26,0,455.5730769,80,8,1,0,-1,91,0,0,0,1611.8187,3188.8092,6.204171722,1,BOTNET
13,8,7356,5,118449,0,1050,6,5,26,0,456.0730769,80,8,1,0,-1,49,0,1,0,1610.8187,3187.8092,6.208023287,1,BOTNET
13,8,7356,5,118449,0,1050,6,5,26,0,456.5730769,80,8,1,0,-1,91,0,2,0,1611.6331,3188.6236,6.204886211,1,BOTNET
13,8,7356,5,118449,0,1050,6,5,26,0,456.0730769,80,8,1,0,-1,49,0,1,0,1610.8187,3187.8092,6.208023287,1,BOTNET
13,8,7356,5,118449,0,1050,6,5,26,0,456.0730769,80,8,1,0,-1,91,0,1,0,1610.8187,3187.8092,6.208023287,1,BOTNET
13,8,7356,5,118449,0,1050,6,5,26,0,455.5730769,80,8,1,0,-1,49,0,0,0,1611.8187,3188.8092,6.204171722,1,BOTNET
13,8,7356,5,118449,0,1050,6,5,26,0,455.5730769,80,8,1,0,-1,91,0,0,0,1611.8187,3188.8092,6.204171722,1,BOTNET
13,8,7356,5,118449,0,1050,6,5,26,0,456.0730769,80,8,1,0,-1,49,0,1,0,1610.8187,3187.8092,6.208023287,1,BOTNET
13,8,7356,5,118449,0,1050,6,5,26,0,456.0730769,80,8,1,0,-1,91,0,1,0,1610.8187,3187.8092,6.208023287,1,BOTNET
13,12,7356,5,118449,0,1062,0,5,26,0,455.5730769,80,8,1,0,-1,49,0,0,0,1611.8187,3188.8092,6.204171722,1,BOTNET
13,12,7356,5,118449,0,1062,0,5,26,0,455.5730769,80,8,1,0,-1,91,0,0,0,1611.8187,3188.8092,6.204171722,1,BOTNET
13,12,7356,5,118449,0,1062,0,5,26,0,456.5730769,80,8,1,0,-1,49,1,1,0,1611.7807,3188.7712,6.204317994,1,BOTNET
13,12,7356,5,118449,0,1062,0,5,26,0,456.5730769,80,8,1,0,-1,91,1,1,0,1611.7807,3188.7712,6.204317994,1,BOTNET
13,12,7356,5,118449,0,1062,0,5,26,0,456.0730769,80,8,3,110,0,71,1,0,0,1611.7807,3188.7712,6.204317994,1,BOTNET
13,12,7356,5,118449,0,1062,0,5,26,0,456.0730769,80,8,1,0,-1,91,1,0,0,1612.7807,3189.7712,6.200471025,1,BOTNET
13,13,7356,5,118449,0,1062,0,5,26,0,456.0730769,80,8,1,0,-1,49,0,1,0,1610.8187,3187.8092,6.208023287,1,BOTNET
13,13,7356,5,118449,0,1062,0,5,26,0,456.0730769,80,8,1,0,-1,91,0,1,0,1610.8187,3187.8092,6.208023287,1,BOTNET
13,9,7356,5,118449,0,1055,2,0,368,0,32.18722826,80,8,1,0,-1,49,0,0,0,1953.8187,3530.8092,5.118182153,1,BOTNET
13,9,7356,5,118449,0,1055,2,0,368,0,32.18722826,80,8,1,0,-1,91,0,0,0,1953.8187,3530.8092,5.118182153,1,BOTNET
13,9,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,9,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,9,7356,5,118449,0,1055,2,0,368,0,32.18722826,80,8,3,105,0,71,0,0,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,9,7356,5,118449,0,1055,2,0,368,0,32.18722826,80,8,1,0,-1,91,0,0,0,1953.8187,3530.8092,5.118182153,1,BOTNET
13,10,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,10,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,10,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,10,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,10,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,10,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,49,1,1,0,1953.7807,3530.7712,5.118281699,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.68722826,80,8,1,0,-1,91,1,2,0,1954.5951,3531.5856,5.11614912,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,49,1,1,0,1953.7807,3530.7712,5.118281699,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,1,1,0,1953.7807,3530.7712,5.118281699,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,49,1,1,0,1953.7807,3530.7712,5.118281699,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.68722826,80,8,1,0,-1,91,1,2,0,1954.5951,3531.5856,5.11614912,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,1,1,0,1953.7807,3530.7712,5.118281699,1,BOTNET
13,11,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,1,1,0,1953.7807,3530.7712,5.118281699,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,12,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,16,7356,5,118449,0,1055,2,0,368,0,32.18722826,80,8,3,105,0,71,0,0,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,16,7356,5,118449,0,1055,2,0,368,0,32.18722826,80,8,1,0,-1,91,0,0,0,1953.8187,3530.8092,5.118182153,1,BOTNET
13,16,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,16,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,16,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,16,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,16,7356,5,118449,0,1055,2,0,368,0,32.18722826,80,8,3,105,0,71,0,0,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,16,7356,5,118449,0,1055,2,0,368,0,32.18722826,80,8,1,0,-1,91,0,0,0,1953.8187,3530.8092,5.118182153,1,BOTNET
13,16,7356,5,118449,0,1082,2,0,368,0,32.18722826,80,8,1,0,-1,49,0,0,0,1953.8187,3530.8092,5.118182153,1,BOTNET
13,16,7356,5,118449,0,1082,2,0,368,0,32.18722826,80,8,1,0,-1,91,0,0,0,1953.8187,3530.8092,5.118182153,1,BOTNET
13,16,7356,5,118449,0,1082,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,16,7356,5,118449,0,1082,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,16,7356,5,118449,0,1082,2,0,368,0,32.18722826,80,8,3,105,0,71,0,0,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,16,7356,5,118449,0,1082,2,0,368,0,32.18722826,80,8,1,0,-1,91,0,0,0,1953.8187,3530.8092,5.118182153,1,BOTNET
13,16,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,16,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,16,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,16,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,17,7356,5,118449,0,1082,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1082,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,32.18722826,80,8,3,105,0,71,0,0,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1082,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1082,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,17,7356,5,118449,0,1082,2,0,368,0,32.18722826,80,8,3,105,0,71,0,0,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1082,2,0,368,0,32.18722826,80,8,1,0,-1,91,0,0,0,1953.8187,3530.8092,5.118182153,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,32.18722826,80,8,3,105,0,71,0,0,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,32.18722826,80,8,1,0,-1,91,0,0,0,1953.8187,3530.8092,5.118182153,1,BOTNET
13,17,7356,5,118449,0,1082,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1082,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,17,7356,5,118449,0,1082,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1082,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,32.18722826,80,8,3,105,0,71,0,0,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,17,7356,5,118449,0,1055,2,0,368,0,32.18722826,80,8,1,0,-1,91,0,0,0,1953.8187,3530.8092,5.118182153,1,BOTNET
13,18,7356,5,118449,0,1082,2,0,368,0,32.18722826,80,8,3,105,0,71,0,0,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,18,7356,5,118449,0,1082,2,0,368,0,32.18722826,80,8,1,0,-1,91,0,0,0,1953.8187,3530.8092,5.118182153,1,BOTNET
13,18,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,18,7356,5,118449,0,1055,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,18,7356,5,118449,0,1055,2,0,368,0,32.18722826,80,8,3,105,0,71,0,0,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,18,7356,5,118449,0,1055,2,0,368,0,32.18722826,80,8,1,0,-1,91,0,0,0,1953.8187,3530.8092,5.118182153,1,BOTNET
13,18,7356,5,118449,0,1082,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,18,7356,5,118449,0,1082,2,0,368,0,33.18722826,80,8,1,0,-1,91,0,2,0,1953.6331,3530.6236,5.118668393,1,BOTNET
13,18,7356,5,118449,0,1082,2,0,368,0,32.68722826,80,8,1,0,-1,49,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
13,18,7356,5,118449,0,1082,2,0,368,0,32.68722826,80,8,1,0,-1,91,0,1,0,1952.8187,3529.8092,5.120803073,1,BOTNET
